店铺名称,商户名称,合同ID (采购合同编号),上线时间,区/县,商圈,店铺电话,店铺面积,店铺位置,详细地址,手机 (商户名称),创建时间,采购合同编号,主要联系人 (商户),电话 (商户),cmid
巴黎形象顾问,深圳市龙岗区名丝美容馆,4.40307E+17,2015/1/8,龙岗区,平湖,0755-89885646,,其他,深圳市龙岗区平湖街道华南城西门薰衣草酒店大堂,18170082008,2015/1/26 15:06,SZ-LG-201400823,彭书朋,,740
芭莎明星,深圳市宝安区石岩明星发型屋,4.40306E+17,2015/1/8,宝安区,石岩,18665978349,100m2以上,商业区,深圳市宝安区石岩街道浪心社区宝石南路宏发大世界二单元103、105、106、107,18665978349,2015/1/27 15:33,SZ-LG-201400821,贺俊文,,768
白天鹅造型,深圳市南山区白天鹅发型屋,4.49999E+17,,南山区,桂庙路口,13544124815,,,深圳市南山区学府路111号白天鹅造型,13544124815,2015/6/3 11:16,SZ-NS-201500668,,,810
白羊座,深圳市龙岗区星羊座美发店,2.01507E+17,2016/6/16,龙岗区,龙岗中心城,0755-28883099,,,深圳市龙岗区龙岗街道龙岗墟社区华西街52号101,18576608880,2015/7/6 17:57,SZ-NS-2015001152,谢钦麒,,895
百变天后美发沙龙,深圳市福田区沈晋怡理发店,2.01507E+17,,福田区,华强,13510207943,,,福田村贝底田坊44号103室,13510207943,2015/7/14 18:37,SZ-NS-2015001295,沈晋怡,,922
百悦美邦,深圳市罗湖区丝派卡其美发店,4.40303E+17,2015/1/8,罗湖区,东门,0755-82227316,100m2以上,商业区,深圳市罗湖区新园路40号东兴大厦一层A室,13510324698,2014/12/18 10:37,SZ-LH-201400374,肖玉成,,129
柏美发型连锁,深圳市龙岗区鑫柏美美发店,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-89612069,,,深圳市龙岗区龙平东路60号老街岗德基二楼,15919461110,2014/12/27 15:22,SZ-BA-201400438,唐开军,,368
柏锜护肤造型SPA会所（南山店）,深圳市柏锜美容美发有限公司,4.40303E+17,2015/1/8,南山区,海岸城,0755-26498887,100m2以上,社区,深圳市南山区文心二路华彩新天地201A,13686886608,2014/12/19 10:16,SZ-LH-201400325,,,197
柏錡美容美发（松岗店）,深圳市柏锜美容美发有限公司,4.40303E+17,2015/1/8,宝安区,松岗,0755-81766881,100m2以上,社区,深圳市宝安区松岗镇街道金开路24号,13686886608,2014/12/19 10:36,SZ-LH-201400325,,,202
坂田名流,深圳市龙岗区布吉坂田名流发型设计,2.01507E+17,,龙岗区,坂田,13316836569,,,深圳市龙岗区坂田长发西路8栋,13509608986,2015/7/13 15:49,SZ-NS-2015001205,胡瑞武,,920
宝贝蒙,深圳市龙岗区南湾宝贝蒙时光发艺沙龙,4.40307E+17,,龙岗区,布吉,0755-28722976,100m2以上,商业区,深圳市龙岗区南湾街道桂芳园东大街06商铺,18025322799,2015/1/5 14:13,SZ-LG-201400725,张立国,,553
北新概念沙龙,深圳市福田区北美发沙龙,4.40304E+17,2015/1/8,福田区,石厦,15018543473,60-100m2,社区,深圳市福田区岗厦村东三坊186栋101,15018543473,2014/12/16 10:33,SZ-FT-201400219,李海北,,102
贝尼丝,深圳市南山区时尚贝尼丝发型创作,4.40305E+17,2015/1/8,南山区,南油,0755-86285335,100m2以上,商业区,深圳市南山区东滨路(内环路)128号15铺位(壹楼),13480745432,2015/1/5 16:04,SZ-BA-201400587,巩浚,,573
贝斯形象,深圳市南山区贝斯形象,4.40305E+17,2015/1/8,南山区,华侨城,0755-26922115,100m2以上,社区,深圳市南山区华侨城西组团商住楼(倚荔裙楼)104,13612969525,2014/12/9 15:39,SZ-NS-201400116,罗昌良,13612969525,39
本色发想空间美发沙龙,深圳市龙岗区南湾本色发想空间美容美发休闲中心,4.40307E+17,2015/1/8,龙岗区,布吉,13713966979,100m2以上,,深圳市龙岗区南湾街道南新社区玉岭花园B14栋102号铺,13713966979,2015/1/27 15:47,SZ-BA-201400576,韩光友,,769
本色美发沙龙,深圳市宝安区福永徐艮红本色理发店,4.40306E+17,2015/1/8,宝安区,福永,18875940973,100m2以上,社区,深圳市宝安区福永和平市场后面怡街玻璃围新村十巷15605,13418900555,2015/1/5 21:09,SZ-BA-201400406,胡伟,,495
波尔发艺名店,深圳市福田区波尔发艺名店,4.40304E+17,2015/1/8,福田区,CBD中心区,0755-83066864,100m2以上,社区,深圳市福田区莲花路润鹏花园地下商铺1033号,13005484620,2014/12/11 16:35,SZ-FT-201400188,张兴华,,90
波尔圣剪（大众店）,深圳市圣剪波尔美发店,4.40304E+17,2015/1/8,福田区,梅林,0755-83537910,100m2以上,社区,深圳市福田区下梅林梅林苑7栋一层,13620211106,2015/1/4 20:38,SZ-BA-201400756,盛修启,,537
波尔圣剪（二分店）,深圳市圣剪波尔美发店,4.40304E+17,2015/1/8,福田区,梅林,0755-83460447,60-100m2,社区,深圳市福田区下梅林梅山苑9栋A012号,13620211106,2015/1/4 20:41,SZ-BA-201400756,盛修启,,539
波尔圣剪（梅山苑总店）,深圳市圣剪波尔美发店,4.40304E+17,2015/1/8,福田区,梅林,0755-83144046,60-100m2,社区,深圳市福田区下梅林梅山苑1期5栋首层,13620211106,2015/1/4 20:36,SZ-BA-201400756,盛修启,,536
伯爵护肤造型（南山店）,深圳市南山区至尚美发店,4.40305E+17,2015/1/8,南山区,白石洲,0755-86383889,100m2以上,社区,深圳市南山区沙河街道石州中路54号,13918702267,2014/12/26 9:58,SZ-FT-201400183,曾伟俊,,326
伯爵护肤造型（御景店）,深圳市南山区至尚美发店,4.40305E+17,2015/1/8,福田区,华强,0755-83357606,100m2以上,社区,深圳市福田区南园街御景华城13号,13918702267,2014/12/26 10:25,SZ-FT-201400183,曾伟俊,,327
伯爵名剪坊店,深圳市南山区至尚美发店,4.40305E+17,2015/1/8,福田区,上下沙,0755-83220234,100m2以上,社区,深圳市福田上沙龙秋村1巷5号101B,13918702267,2014/12/26 11:09,SZ-FT-201400183,曾伟俊,,328
博宝利,深圳市魅力佳人美容有限责任公司,4.40305E+17,2015/1/8,南山区,前海,0755-26552850,100m2以上,商业区,深圳市南山区前海路西桃园路南港湾丽都花园商铺112（大新地铁C1出口）,13860006592,2015/1/7 15:31,SZ-LG-201400695,黄都师,,647
博宝利（布吉国都店）,深圳市博宝利供应链股份有限公司,4.40306E+17,2015/1/8,龙岗区,新洲,0755-28270850,100m2以上,社区,深圳市龙岗区布吉金利路国都花园首层,18898748933,2014/12/26 16:59,SZ-BA-201400597,,,339
博宝利（大新店）,深圳市博宝利供应链股份有限公司,0,2015/6/8,南山区,前海,0755-26552850,,,深圳市南山区大新地铁口C出口,18898748933,2015/6/8 19:18,SZ-NS-201500791,万宝,18898748933,841
博宝利（圣源华庭店）,深圳市博宝利供应链股份有限公司,4.40306E+17,2015/1/8,宝安区,西乡,0755-29062709,100m2以上,社区,深圳市宝安区西乡海城路圣源华庭186号,18898748933,2014/12/26 17:17,SZ-BA-201400597,万宝,18898748933,343
博宝利（松岗店）,深圳市博宝利供应链股份有限公司,4.40306E+17,2015/1/8,宝安区,松岗,0755-29754769,100m2以上,社区,深圳市宝安区松岗镇爱国四街一号,18898748933,2014/12/26 16:55,SZ-BA-201400597,,,338
博宝利（松岗天虹店）,深圳市博宝利供应链股份有限公司,4.40306E+17,2015/1/8,宝安区,松岗,0755-29094676,100m2以上,商业区,深圳市宝安区松岗天虹宝利豪庭一楼,18898748933,2014/12/25 19:04,SZ-BA-201400597,万宝,18898748933,322
博宝利（泰华豪园店）,深圳市博宝利供应链股份有限公司,,2015/1/8,宝安区,西乡,0755-27947513,100m2以上,社区,深圳市宝安区港隆城对面泰华豪庭园2栋114号,18898748933,2014/12/26 17:10,SZ-NS-201500792,万宝,18898748933,341
博宝利（万科城店）,深圳市博宝利供应链股份有限公司,4.40306E+17,2015/1/8,龙岗区,坂田,0755-89506123,100m2以上,社区,深圳市龙岗区坂田坂雪大道万科城（一期）C区3号,18898748933,2014/12/26 17:25,SZ-BA-201400597,,,345
博宝利（信义店）,深圳市博宝利供应链股份有限公司,0,2015/6/4,龙岗区,布吉,13824356650,,,深圳市龙岗区布吉街道信义荔山公馆6-S109-S112,18898748933,2015/6/4 19:26,SZ-NS-201500794,万宝,18898748933,821
博纳美发型顾问,深圳市龙岗区博纳美理发店,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-89205175,100m2以上,社区,深圳市龙岗区龙城街道中心城沙园路阳光天健城134号,15013610843,2015/1/5 17:58,SZ-BA-201400568,张杨军,,592
博錡美容美发店（锦绣御园店）,深圳市龙华新区龙华柏錡美容美发店,4.40306E+17,2015/1/8,龙华新区,龙华,0755-28105856,100m2以上,社区,深圳市龙华新区龙华街道中环路大信花园3栋1单元,15018512580,2014/12/25 17:34,SZ-BA-201400573,陈婷,,306
博錡美容美发店（民治店）,深圳市龙华新区龙华柏錡美容美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-23590421,100m2以上,社区,深圳市龙华新区龙华民治大道西侧绿景香颂购物中心2楼224号,15018512580,2014/12/25 17:36,SZ-BA-201400573,陈婷,,307
博錡美容美发店（中环路店）,深圳市龙华新区龙华柏錡美容美发店,4.40306E+17,2015/1/8,龙华新区,龙华,0755-27700331,100m2以上,社区,深圳市龙华新区龙华街道中环路大信花园3栋1单元,15018512580,2014/12/25 17:32,SZ-BA-201400573,陈婷,,305
博易私人定制,深圳市龙华新区民治博易美发店,2.01507E+17,,龙华新区,民治,13554756343,,,深圳市龙华新区民治街道金地梅龙镇花园19栋M9,13554756343,2015/7/31 15:25,SZ-NS-2015001225,卿欧阳,,"1,008"
布里斯托美发沙龙,深圳市罗湖区布里斯托美发沙龙中心,4.40303E+17,2015/1/8,罗湖区,东门,0755-25946960,100m2以上,社区,深圳市罗湖区深南东路世金国际裙楼B楼地面层商铺,13902478114,2014/12/15 11:09,SZ-FT-201400160,陈韶瑶,,97
彩虹美容美发,深圳市福田区新彩虹美容美发店,4.40304E+17,2015/1/8,福田区,岗厦,0755-82915182,100m2以上,社区,深圳市福田区彩田路彩虹大厦首层（15-18）,13710025252,2014/12/18 14:12,SZ-LH-201400284,李世军,,152
彩轩（白石厦店）,深圳市宝安区福永彩轩理发店,4.40306E+17,2015/1/8,宝安区,福永,0755-27330280,100m2以上,商业区,深圳市宝安区福永街道白石厦社区龙翔北路1栋,13613028578,2014/12/25 17:14,SZ-BA-201400475,彭琦,,302
彩轩（芳华店）,深圳市宝安区福永彩轩理发店,4.40306E+17,2015/1/8,宝安区,福永,0755-27386452,100m2以上,商业区,深圳市宝安区福永街道芳华二路17号,13613028578,2014/12/25 17:10,SZ-BA-201400475,彭琦,,301
彩轩（桥头店）,深圳市宝安区福永彩轩理发店,4.40306E+17,2015/1/8,宝安区,福永,13632655628,100m2以上,商业区,深圳市宝安区福永镇桥头村桥荣路33号,13613028578,2014/12/25 16:59,SZ-BA-201400475,彭琦,,298
彩轩（沙井店）,深圳市宝安区福永彩轩理发店,4.40306E+17,2015/1/8,宝安区,沙井,0755-27204576,100m2以上,商业区,深圳市宝安区沙井沙头麒麟花园首层,13613028578,2014/12/25 17:22,SZ-BA-201400475,彭琦,,303
彩轩（松岗店）,深圳市宝安区福永彩轩理发店,4.40306E+17,2015/1/8,宝安区,松岗,0755-27303808,100m2以上,商业区,深圳市宝安区松岗街道曙光路21号101A,13613028578,2014/12/25 16:43,SZ-BA-201400475,彭琦,,296
彩轩（新和店）,深圳市宝安区福永彩轩理发店,4.40306E+17,2015/1/8,宝安区,福永,0755-81463545,100m2以上,商业区,深圳市宝安区福永新和二区十巷陶发源,13613028578,2014/12/25 16:15,SZ-BA-201400475,彭琦,,294
禅封精致剪烫,深圳市宝安区西乡禅封精致剪烫店,2.01507E+17,,宝安区,西乡,18138231987,,,深圳市宝安区西乡街道流塘社区荔园南区三巷三号101铺,18138231987,2015/7/21 15:28,SZ-NS-2015001432,张新梅,,950
畅想美业（布吉二店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,龙岗区,新洲,13798529275,100m2以上,社区,深圳市龙岗区布吉老墟村沙龙路七巷3号一楼,13751062608,2014/12/27 17:04,SZ-FT-201400155,谭平,,377
畅想美业（布吉六店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,龙岗区,新洲,0755-84706485,100m2以上,社区,深圳市龙岗区布吉新三村新兴街6号一，二层,13751062608,2014/12/27 17:48,SZ-FT-201400155,谭平,,389
畅想美业（布吉七店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,龙岗区,新洲,13691816825,100m2以上,社区,深圳市龙岗区布吉街道大靓村1区12号,13751062608,2014/12/27 17:28,SZ-FT-201400155,谭平,,384
畅想美业（布吉三店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,龙岗区,新洲,15999518808,100m2以上,社区,深圳市龙岗区布吉莲花路104号整栋,13751062608,2014/12/27 17:09,SZ-FT-201400155,谭平,,379
畅想美业（布吉四店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,龙岗区,新洲,13728611760,100m2以上,社区,深圳市龙岗区布吉百花一街2号一楼（家乐和超市对面）,13751062608,2014/12/27 17:35,SZ-FT-201400155,谭平,,386
畅想美业（布吉五店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,龙岗区,新洲,13631633163,100m2以上,社区,深圳市龙岗区布吉大坪路祥发大厦一楼,13751062608,2014/12/27 17:42,SZ-FT-201400155,谭平,,388
畅想美业（布吉一店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,龙岗区,新洲,0755-28285971,100m2以上,社区,深圳市龙岗区布吉格塘路12-1号,13751062608,2014/12/27 16:53,SZ-FT-201400155,谭平,,375
畅想美业（罗湖二店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,罗湖区,东门,13760126753,100m2以上,社区,深圳市罗湖区中兴翠园南街59一层,13751062608,2014/12/27 17:24,SZ-FT-201400155,谭平,,383
畅想美业（罗湖一店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,罗湖区,东门,0755-22218524,100m2以上,社区,深圳市罗湖区乐园路翠园南街37号一层,13751062608,2014/12/27 17:19,SZ-FT-201400155,谭平,,381
畅想美业（水围店）,深圳市心畅想美发沙龙有限公司,4.40307E+17,2015/1/8,福田区,皇岗,13570874635,100m2以上,社区,深圳市水围九街236整栋,13751062608,2014/12/27 16:41,SZ-FT-201400155,谭平,,373
超级偶像,深圳市宝安区福永超级偶像理发店,4.40306E+17,2015/1/8,福田区,福永,0755-61182831,100m2以上,社区,深圳市宝安区福永街道白石厦社区旧村一巷一号,13728625677,2015/1/5 16:49,SZ-BA-201400516,徐庆亮,,577
超人气发型创作,深圳市龙岗区汪楚林美发店,2.01507E+17,,龙岗区,坂田,15112377733,,,深圳市龙岗区坂田街道泓瀚苑17栋1-105,15112377733,2015/7/10 10:56,SZ-NS-2015001142,汪楚林,,905
丑小鸭,深圳市南山区美萱美发店,2.01507E+17,,南山区,西丽,18676773101,,,深圳市南山区新围村旺棠工业区11栋学生公寓1楼16号,18682185598,2015/7/17 13:38,SZ-NS-2015001134,张国文,,925
丑小鸭专业发型（潮流店）,深圳市众尚美业管理咨询有限公司,4.40306E+17,2015/1/8,龙华新区,大浪,0755-61120493,100m2以上,商业区,深圳市龙华新区大浪街道华旺路108号,13632681148,2014/12/19 10:17,SZ-LH-201400351,房修超,,198
丑小鸭专业发型（服装基地店）,深圳市众尚美业管理咨询有限公司,4.40306E+17,2015/1/8,龙华新区,大浪,0755-29069204,100m2以上,商业区,深圳市龙华新区大浪服装基地二五九大厦,13632681148,2014/12/19 10:23,SZ-LH-201400351,房修超,,199
丑小鸭专业发型（民治店）,深圳市众尚美业管理咨询有限公司,4.40306E+17,2015/1/8,龙华新区,民治,0755-23445800,100m2以上,商业区,深圳市龙华新区民治街道水尾综合大楼,13632681148,2014/12/19 10:09,SZ-LH-201400351,房修超,,196
丑小鸭专业发型（同胜店）,深圳市众尚美业管理咨询有限公司,4.40306E+17,2015/1/8,龙华新区,大浪,0755-33045310,100m2以上,商业区,深圳市龙华新区大浪街道同胜社区108栋1-2层,13632681148,2014/12/19 9:53,SZ-LH-201400351,房修超,,193
创典美容美发（福田店）,深圳市南山区新创典美容美发中心,4.40305E+17,2015/1/8,福田区,福田口岸,0755-83383248,100m2以上,,深圳市福田区金地名津广场一楼034号铺,18857007595,2015/1/13 20:29,SZ-LG-201400716,花强,,661
创典美容美发（前海店）,深圳市南山区创典造型理发店,4.40305E+17,2015/1/8,南山区,后海,0755-26954460,100m2以上,社区,深圳市南山区前海路188号,13761460471,2014/12/10 19:30,SZ-NS-201400082,王宏军,,71
创意Salon（巴登店）,深圳市福田区创意堂美发店,4.40304E+17,2015/1/8,福田区,荔枝公园,0755-82271818,100m2以上,商业区,深圳市福田区巴登街滨江大厦20号,13686869527,2014/12/18 17:56,SZ-LH-201400279,唐波,,285
创意Salon（下沙店）,深圳市福田区创意堂美发店,4.40304E+17,2015/1/8,福田区,上下沙,0755-82780619,100m2以上,商业区,深圳市福田区滨河路下沙村五坊92号,13686869527,2014/12/18 18:22,SZ-LH-201400279,唐波,,286
创意Salon（友谊店）,深圳市福田区创意堂美发店,4.40304E+17,2015/1/8,罗湖区,国贸,0755-83958673,100m2以上,商业区,深圳市罗湖区友谊路63号茂业百货友谊店二楼,13686869527,2014/12/18 18:31,SZ-LH-201400279,唐波,,287
创意Salon（御景店）,深圳市福田区创意堂美发店,4.40304E+17,2015/1/8,福田区,华强,0755-83615100,100m2以上,商业区,深圳市福田区华强南御景华城新一佳后门,13686869527,2014/12/18 17:48,SZ-LH-201400279,唐波,,283
创意空间（罗瑞合店）,深圳市创意空间芳缘美容美发有限公司,4.40307E+17,2015/5/25,龙岗区,龙岗中心城,0755-89232903,100m2以上,社区,深圳市龙岗区龙岗街道南联社区罗瑞合街7-1,13510577733,2015/5/25 15:52,SZ-NS-201500239,钟庆芳,,793
创意空间（源盛路店）,深圳市创意空间芳缘美容美发有限公司,4.40307E+17,2015/5/25,龙岗区,坪山,0755-28470221,100m2以上,商业区,深圳市龙岗区龙东社区林源盛路71号（万汇百货公交站旁）,13510577733,2015/5/25 15:19,SZ-NS-201500239,钟庆芳,,792
创意美发店,深圳市宝安区西乡星艺理发店,2.01507E+17,,宝安区,西乡,18675533653,,,深圳市宝安区西乡街道劳动海城新村B67栋,18675533653,2015/7/20 14:07,SZ-NS-2015001396,杨金全,,931
纯剪发艺,深圳市福田区纯剪发艺,2.01507E+17,,福田区,景田,13148871196,,,景鹏小学综合楼壹层108A,13148871196,2015/7/29 17:53,SZ-NS-2015001771,惠保才,,999
